#OTU ID	st1_1	st1_2	st1_3	st1_4	st1_5	st1_6	st1_7	st2_1	st2_2	st2_3	st2_4	st2_5	st2_6	st2_7	st4_1	st4_2	st4_3	st4_4	st4_5	st4_6	st4_7	st5_1	st5_2	st5_3	st5_4	st5_5	st5_6	st5_7	ERR2094394	ERR2094401	ERR2094406	ERR2094408	ERR2094412	ERR2094415	ERR2094418	ERR2094423	ERR2094425	ERR2094426	ERR2094432	ERR2094436	ERR2094438	ERR2094439	ERR2094440	ERR2094441	ERR2094442	ERR2094443	ERR2094445	ERR2094446	ERR2094447	ERR2094452	ERR2094456	ERR2094458	ERR2094459	ERR2094460	ERR2094461	ERR2094462	SRR5311956	SRR5311957	SRR5311958	SRR5311959	SRR5311961	SRR5311962	SRR5311965	SRR5311968	SRR5311970	SRR5311971	SRR5311972	SRR5311977	SRR5311978	SRR5311982	SRR5311984	SRR5311986	SRR5311988	SRR5311990	SRR5311991	SRR5311992	SRR5312001	SRR5312005	SRR5312007	SRR5312008	SRR5312009	SRR5312010	SRR5312011	SRR5312013	SRR5312014	SRR5312015	SRR5312019	SRR5312021	SRR5312023	SRR5312024	SRR5312027	SRR5312029	SRR5312034
d__Bacteria;p__Bacteroidota;c__Kryptonia	0.001380034	0.002023427	0.002877211	0.003639563	0.004079196	0.00505741	0.003013634	0.00017229	5.05E-05	7.08E-05	0.000438078	0.000113803	0.002796519	0.001125334	0.000401631	5.55E-05	1.33E-05	0.001682231	0.000212899	0.001626041	0.002573157	0.000298907	0.000857438	0.004373011	0.00158618	0.001507277	0.002727783	0.000643434	0	0	0	0	0	0	0	0	0	0.000121749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000629822	0	0	0.00086349	0.00331598	0.010411197	0.00013421	0	0.000122224	0	0	0.001990555	0.004078054	0.001101714	0.004896301	0.000340145	0.00045652	0.003025805	0	0.009775704	0.001065374	0.00027519	0.001381316	0.000407311	0.002577546	0.000120719	0.00049448	0.00293598	7.68E-05	0.002229335	0	0.00272747	0.005164742	0.005847303	0.000293592	0.003433135
d__Bacteria;p__Nitrospirota;c__4-29-1	0	0	0	0	0	0	0	0.000143575	0.000185098	0.000665647	0.000292052	0.000113803	0.000122178	0	0.000123579	0.000582549	3.99E-05	0.000125774	1.33E-05	0	0	0	0	0.000424247	0	0	6.69E-05	2.57E-05	0.000237956	0.001166283	0.000623306	0.000758355	0	0	0.001808576	0.00274773	0.0006617	0.002288887	0.002475685	0	0.000423525	0	0	0	0	0	0	0.000218501	0	0.000384545	8.49E-05	0	0.000357565	0	0.00062536	0.000344699	0	0.000603579	6.46E-05	0	0.001805479	0.002267924	0.004917466	0.000452959	0	0	0	0	0.000232937	0.003918651	0.000728826	0.000673509	0.000910119	0.001192843	0.002645201	0.000275096	0.003525384	0.00061259	0.001043646	0.002108324	0.000589147	0.003104771	3.22E-05	0.000177127	0.001078258	0	0.001431285	0	0.001825921	0.001271321	0.001111655	0	0.000614351
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia	0.000220805	0.00015808	0.000282079	0.000239971	6.63E-05	0.000106192	3.95E-05	4.31E-05	5.05E-05	0.000283254	7.30E-05	0.000142254	0	0	0.000247158	0.000305144	3.99E-05	0.000110053	0.000785065	0.000104425	1.37E-05	0.000141587	4.02E-05	6.53E-05	2.67E-05	0.00020411	0.000106972	5.15E-05	0.00317996	0	0	0	0	0	0	0	0	0	0.000378931	0	0.000963884	0	0.00108996	0	0	0	0	0.000139046	9.82E-05	0	0.001018503	0.008759442	0.000342019	0	0.000500288	0	0	0	0.00154169	0	0.000784991	0.001580675	0.000448207	0	0	0.001222238	0	0	0.000338818	0	0	0	0.002096031	0.001281202	0.000666058	0.00123793	0.000493894	0.000532687	0.000327113	0.000727008	0.000392764	0.000351484	0.002140742	0.000730649	0.000376741	0.00026865	0.000650584	0.000359228	0.002054161	0.000979977	0.000755925	0	5.42E-05
d__Bacteria;p__Patescibacteria;c__ABY1	0.000262206	0.000379393	0.000380807	5.33E-05	0.000116075	6.64E-05	5.26E-05	0	0	0	0	0	0	3.52E-05	0	0	0	0	0	0.000253603	0.00027374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000120569	0	0	0	0	0	0	0	0	0	0	0.000141459	0	0.000652944	0	0	0.000229799	4.31E-05	0.000236183	3.23E-05	0	0	0	0.000537848	0	7.69E-05	0.000419053	0	0.000435023	0.000508227	0	0	0.000577293	0	0	0	0	0.000170308	0	0	0	0	4.39E-05	0.000112671	0	0	0.000191893	0.000164815	0	0.000365184	7.95E-05	0.000422429	0.000293592	0.000162622
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria	0	0	0	5.33E-05	9.95E-05	1.33E-05	2.63E-05	0	0	0	0	1.42E-05	0	0	1.54E-05	0	0	0	0	2.98E-05	5.47E-05	1.57E-05	2.68E-05	3.26E-05	4.00E-05	1.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.69E-05	0	0	0	0	0	0	0	0	0	5.33E-05	3.12E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Armatimonadota;c__uncultured	0.001297232	0.0021657	0.002651547	0.002279726	0.00228833	0.002389328	0.001210717	0.000488155	0.000134617	0.000141627	0.000160628	9.96E-05	1.36E-05	7.03E-05	0.000247158	2.77E-05	0.000106486	0.000110053	7.98E-05	0.000343109	0.000793846	0.000188783	0.000214359	0.000310027	9.33E-05	6.28E-05	0.000133715	5.15E-05	0	0	0	8.13E-05	0.000205766	0.000464321	0	0	0	0	7.58E-05	0.000144683	0	0	0	0.00013185	0.000241038	0.000677295	0.000263061	0	0	0.00010987	0	0	0.000233194	0.00033932	0	0	0.000387497	0.0014171	0.001226895	0	7.85E-05	0	0.000409789	0	0.000184465	0.000733343	0	0	6.35E-05	0	0.000559332	0.001699808	0	0	0.000380604	0	0.001243252	9.99E-05	4.15E-05	0.001163213	2.18E-05	0.000556516	0.000700167	0.000686367	0.00011692	0.000220676	0.000511793	0	0.000216828	0.000291344	0	0	0
d__Bacteria;p__Zixibacteria;c__	0.002842869	0.003414534	0.006558348	0.006199256	0.008606109	0.002747727	0.002434595	0	0	0	0	0	0	0	0	0	2.66E-05	1.57E-05	0	0.000283438	0.000328488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000457792	0.000141459	0	0.00029538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__CPR2	2.76E-05	4.74E-05	0	2.67E-05	0	0	0	0.000143575	0	0	0	0	0	0	0	0	1.33E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000258294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00E-05	1.56E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Archaea;p__Crenarchaeota;c__Methanomethylicia	0	0	0	0	0	0	0	2.87E-05	0	0.000226603	8.76E-05	0.000753944	0.003380259	0.000404417	0.000154474	9.71E-05	0	0.000801811	0.00101127	0.002774711	0.001341327	0.00122709	0.002076607	0.001843844	0.00123962	0.001256064	0.001323777	0.000553354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000209941	0	0	0	5.15E-05	0.000204894	0	0	0	0	0	0	0.000119552	0.000118646	0.000844558	0	0	0	0	0.000442802	0	0	0	0	0.000219677	0	0	0	0	4.34E-05	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria	0.000910822	0.001233026	0.001523229	0.002106414	0.002918449	0.006291896	0.001592357	0.000129218	5.05E-05	0.000198278	0.000219039	2.85E-05	8.15E-05	0.000246167	0	0	3.99E-05	0	9.31E-05	0.001208342	0.001190769	0.000220247	0.000120577	8.16E-05	6.66E-05	4.71E-05	0.000254058	0.000141556	0.001427737	0	0.000243902	0	0.000699603	0.001686217	7.14E-05	0.000318158	7.35E-05	4.87E-05	0	0.004075235	0.000292086	0	0.000430914	0.000580138	0.000657376	0.003777222	0.000210449	0.00015891	0.000255373	0.000402857	0.000367793	0.000703435	0.00281388	0.004026603	0	0.000258524	0.001248601	0.000393639	0.000726451	0.000205335	0.002276474	0.00151195	0.002573986	0.000352302	0.001598696	0.00420799	0.001571249	0.007629628	0.008364568	0.002922384	0.000762725	0.000812487	0.000579167	0.000986673	0.000723148	0.000412643	0.001737146	0.000605931	0.000249229	0.000218103	0.000960091	0.000322193	0.001368143	0.001298931	0	0.002120413	0.000824073	0.001202997	0.002248166	0.001827524	0.004379919	0.00354979	0.005330394
d__Bacteria;p__Nitrospirota;c__Nitrospiria	0	0	0	0	0	0	0	0	0	0	8.76E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000233257	0.000948509	0.000270841	0	0.00058651	0	0.002487418	0.000784237	0.000389598	0	0.000578732	0.000175252	0	0.000101392	0	6.57E-05	0.000156299	0	5.96E-05	0	0	0.00178238	0	0.003358	0	0	0.000258524	0	0	0	0	0.001255986	0.00013745	0	0	0	0	0	0.010758445	0.011435106	0.001142387	0	0	0	0	0	0	0	0	0	0.000775476	0	0.000600451	0	2.21E-05	0	0	0.000581189	0	0.006824381	0.007574955	0.006380897	0.004910988	0.008275663
d__Bacteria;p__Chloroflexi;c__Ktedonobacteria	4.14E-05	6.32E-05	4.23E-05	0	0	0	0	0.005340991	0.013057818	0.000934738	0.00124122	0.000270282	0	0	0.017563643	0.006505125	0.000732094	0.002562651	0.000864902	2.98E-05	1.37E-05	0.021238103	0.007368604	0.009496614	0.004571931	0.002198113	0.000561602	0.000128687	0.000605707	5.83E-05	0.000108401	0.000189589	0.007469289	0.003005865	0.000237971	0.000433852	0.001102833	7.30E-05	0	0.001278032	0	0.000248286	0.000278827	0	0.000372513	0.000260498	0	3.97E-05	7.86E-05	0.001226882	5.66E-05	0.000267975	0.00054412	0	0.000275158	0.000689398	0.023594248	0.005852097	5.65E-05	0.000492803	0.007195751	0.006631961	0.001306202	0.016524628	0.001168278	0.001065093	0.000999886	0.00570549	0.008046926	0.008474914	0.007101815	0.006072269	0.003686441	0.001929166	0.002435868	0.00250337	0.002179948	0.003815371	0.006864181	0.00348964	0.018656309	0.003426965	0.002036119	0.002797131	0.00011692	0.00269609	0.000546491	0.003776075	0.01750602	0.009799767	0.007092356	0.004804228	0.002963338
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia	0.002787668	0.002371204	0.001438605	0.000679918	0.000596956	9.29E-05	5.26E-05	0.05615219	0.029514707	0.007364605	0.005519779	0.000270282	0.000733068	0	0.003382971	0.01097133	0.014322414	0.002248216	0.000811678	0	0.000123183	0.010540392	0.008453799	0.0065432	0.001879424	0.001256064	0.002032466	0.00019303	0.00218487	0.000874712	0.000758808	0.001083365	0.003806663	0.00400782	0.000999476	0.000231388	0.000514655	0.002167137	0.00095996	0.002363154	0.003548844	0.002406463	0.001292743	0.002188703	0.001402402	0.001693237	0.002104488	0.000715094	0.001060779	0.001556491	0.000254626	0.000887668	0.001274796	0.000859612	0.000575331	0.000373424	0.005661758	0.011887892	0.009363145	0.01038993	0.009917053	0.00841881	0.006659068	0.009126292	0.015372081	0.010982679	0.009227517	0.00652534	0.008046926	0.013961026	0.010932389	0.013994013	0.011178834	0.011692806	0.001941082	0.012159225	0.006369535	0.013676739	0.007694944	0.006324973	0.011390168	0.009680443	0.011009529	0.010782606	0.00659946	0.012616935	0.006800774	0.016332361	0.005089755	0.006171205	0.001600783	0.003015987	0.010931825
d__Bacteria;p__Desulfobacterota;c__Desulfarculia	0.000690017	0.000932674	0.000620575	0.000426615	0.000165821	7.96E-05	6.58E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__WS1;c__	0.001269631	0.001786307	0.003906801	0.002013092	0.002503897	0.001327404	0.000921198	1.44E-05	0	0	1.46E-05	5.69E-05	0.000583739	0.000773667	1.54E-05	4.16E-05	2.66E-05	1.57E-05	0.000159674	0.000223767	0.000506419	1.57E-05	2.68E-05	9.79E-05	6.66E-05	0.000157008	0.000855775	0.000476141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__RCP2-54;c__	0.000220805	0.000284544	0.000197456	6.67E-05	0	0	0	0.004996411	0.001951942	0.012434852	0.008761554	0.000312958	0.000991	0.000123083	0.01092128	0.00203892	0.00117135	0.000628871	0.000146368	5.97E-05	1.37E-05	0.00171478	0.000214359	0.000277393	2.67E-05	1.57E-05	0.000200572	6.43E-05	0.025526208	0.019447765	0.030108401	0.029169601	0.015905677	0.008993157	0.0145638	0.034766009	0.034187825	0.020502581	0.022053808	0.014709429	0.019467527	0.023930938	0.036374236	0.015663731	0.023753177	0.023210378	0.023675488	0.034562899	0.042431148	0.035634499	0.018559384	0.012293366	0.013805112	0.013301362	0.03834705	0.022405423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.85E-05	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Ignavibacteria	0.002925671	0.00368327	0.009365039	0.013771681	0.01825689	0.011601513	0.010093699	0.000157933	6.73E-05	9.91E-05	1.46E-05	8.54E-05	0.00061089	0.001266001	3.09E-05	4.16E-05	0	0	0.000771759	0.003490766	0.004475651	4.72E-05	2.68E-05	9.79E-05	0.000106634	4.71E-05	0.000494745	0.000720647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113167	0	6.22E-05	0	0	0	4.31E-05	0	0	0	0.00028783	0.000876243	0.00206175	0	0	0	0	0	0	0.000119552	0.000169494	0.000320718	0	0	0.001046662	0	0.001515745	2.00E-05	0	0.000145402	0	0.000454	0	2.95E-05	0.000779464	0	0.000928167	0	0	7.95E-05	0	0	0
d__Bacteria;p__Patescibacteria;c__Berkelbacteria	0.000386409	0.000426817	0.000592367	0.000266635	0.000265314	0.000265481	0.00022372	0	0	1.42E-05	0	0	0	0	0	0	0	3.14E-05	1.33E-05	5.97E-05	6.84E-05	4.72E-05	5.36E-05	6.53E-05	1.33E-05	0	0	1.29E-05	0	0	0	0	0.000102883	0.00012219	0	0	0	0	0	0.000385821	0	0	0	0	0	0	5.26E-05	0	0	0.00010987	0	3.35E-05	6.22E-05	9.05E-05	0	0.0001149	0	0	0	0	0	0	0	0	0	0	0	8.37E-05	0	0	0	7.48E-05	0	0	7.61E-05	0	3.41E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Armatimonadota;c__DG-56	0.001173029	0.001406914	0.005049223	0.012051887	0.008871422	0.006491007	0.006224667	0	0	9.91E-05	7.30E-05	7.11E-05	0.00040726	0.000351667	7.72E-05	4.16E-05	0	0.000157218	0.000226205	0.000730972	0.000766472	0	2.68E-05	1.63E-05	4.00E-05	9.42E-05	0.000294173	0.000360323	0	0	0	0	0	0	0	0	0	0.000170449	5.05E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000209331	0.000206175	0.000358565	0	0	0	0	0	0	0	0	0	2.76E-05	0	0.000323514	0	0.000374679	0	0	0.000145402	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__WPS-2;c__	4.14E-05	1.58E-05	5.64E-05	1.33E-05	8.29E-05	0.000106192	2.63E-05	0.019985642	0.019940096	0.004107183	0.003825879	4.27E-05	0.000217205	8.79E-05	0.000185368	0.000319015	0.006216141	4.72E-05	3.99E-05	8.95E-05	4.11E-05	0.010068434	0.000616283	0.002969732	0.000213268	0	0.000401145	2.57E-05	0.01382309	0.012595854	0.016693767	0.020936027	0.029156979	0.020625611	0.007995812	0.003875745	0.019458877	0.003555079	0.002879879	0.012515071	0.014969404	0.023854543	0.016704266	0.008675703	0.01301604	0.012712306	0.01233756	0.007627674	0.010902448	0.008185314	0.013919538	0.011305207	0.008317269	0.014794372	0.014283213	0.021026628	0.011258934	0.002073164	0.002558721	0.005133365	0.003898788	0.003711149	0.001626349	0.01840357	0.015541174	0.015662104	0.019769169	0.007696555	0.007665756	0.010653419	0.006152647	0.001111824	0.00330033	0.003681614	0.001655629	0.0037413	0.001481683	0.011153134	0.013250672	0.00409548	0.014059511	0.004291028	0.012289145	0.011513255	0.005417273	0.01105301	0.005412861	0.012556286	0.004929987	0.004820426	0.004580017	0.00699282	0.012034042
d__Bacteria;p__Planctomycetota;__	0.000469211	0.000648129	0.00102959	0.000639923	0.000696448	0.000438043	0.000473759	0	0	0	0	1.42E-05	0.001493287	0.00446617	0	2.77E-05	0	3.14E-05	0.00073184	0.004355998	0.002737401	0	0.000321539	4.90E-05	2.67E-05	1.57E-05	0.000681946	0.001415556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.49E-05	0	0	0	0	0	0	0	0	0	0	0	0.000332953	0	0	0	0	0	0	0	0	3.21E-05	0	0	0	0	0.000170308	0	0	0.000145402	0	0.000292903	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Acidobacteriota;c__Subgroup_22	0.000483012	0.000853633	0.000761615	0.000253303	8.29E-05	1.33E-05	0	0	0	0	0	0.000113803	2.72E-05	0	0	0	0	0.000141496	5.32E-05	0	1.37E-05	0	0	3.26E-05	0.000546499	0.00018841	6.69E-05	5.15E-05	0	0	0	0	0	0	0	0	0	9.74E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000823954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.52E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;__	0.000151804	0.000173888	0.000479535	0.000279966	0.000132657	3.98E-05	2.63E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.98E-05	2.74E-05	0	0	0	0	0	0	2.57E-05	0	0	0	0	0	0.000219941	0	0	0	0	0	0	0	0	0	0	8.77E-05	0	0	0	0	0	0	0	0	0	0	0.000373424	0	0	0	0	0	0	0	0	0	0	0	0	0.000444699	0	0	0	0	0	0	0	0	0	0	0	0	0	4.83E-05	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Chloroflexi;c__KD4-96	0.002097651	0.002671557	0.004315816	0.00161314	0.001492389	0.000278755	0.000263199	0	0	0	1.46E-05	1.42E-05	2.72E-05	0	1.54E-05	0	0	0	3.99E-05	0	0.000177931	0	0	0	2.67E-05	1.57E-05	2.67E-05	0	0	0	0	0	0	0.000268817	0	0	0	0	0	0	0	0	0	0	6.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000366329	0	0.000768354	0	0	0	0	0.000702729	0.000359994	0	0	0	7.35E-05	0	0	0	0.000596079	0	0	0	0	0	0	0	0	0	0	0	0.000445068	0.000900519	0.000600293	0.000186831	0.000234899
d__Bacteria;p__Cyanobacteria;c__Sericytochromatia	0	1.58E-05	1.41E-05	0	0	0	0	1.44E-05	0	1.42E-05	1.46E-05	0	2.72E-05	0	1.54E-05	0	0	0	0	0	0	1.57E-05	0	0	1.33E-05	0	1.34E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000130249	5.26E-05	0	0	0.000164805	0	3.35E-05	0	0	0	0	0	0	0	0	0	5.15E-05	0	0	4.61E-05	0	0	0	0	0	0	0	6.44E-05	0	0	0.000137548	0	0	2.60E-05	0	0.000167289	0	0.000112671	9.59E-05	5.20E-05	0.00024946	0	0	0	0	0	0	0
d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia	0.02910491	0.03020914	0.037333221	0.002146409	0.001923523	0.000809717	0.00017108	1.44E-05	0	0.00073646	4.38E-05	4.27E-05	0.000135753	3.52E-05	0.001266683	0.001068006	1.33E-05	0.000408766	5.32E-05	0.000358027	0.000123183	3.15E-05	9.38E-05	0.001044301	0.000426536	0.000266914	0.000254058	0.000257374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.48E-05	0	0	3.81E-05	0	0.000170308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__WS2;c__	0.000883222	0.001391106	0.003709345	0.002026423	0.001873777	0.00118139	0.001447597	0	0	0	0	0	4.07E-05	0.000422	0	0	0	0	0	0.000193931	0.000287427	0	0	0	0	0	0	6.43E-05	0	0	0	0	0	0	0	0	0	0	0	0.000385821	0	0	0	0	0	0	0	0	0	9.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__WS4;c__	0.000124203	9.48E-05	8.46E-05	0.000106654	6.63E-05	0	6.58E-05	0.000488155	8.41E-05	5.67E-05	2.92E-05	0	0	0	0.000509763	0.000735121	0.000133108	7.86E-05	0	1.49E-05	0	0.001935027	0.000522501	0.00011422	0	3.14E-05	2.67E-05	0	8.65E-05	0	5.42E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000645828	0.000656065	0.00024215	0	0	0	0	0	0	0	0	0	0	0	0.00028814	0.000662818	0.000101124	0	0	0	0.000153278	0.000133172	0	0	0	0.000205032	0.000619688	0.000273071	0.000155893	0.00012473	0	0	0	0	0	0	0
d__Bacteria;p__GAL15;c__	9.66E-05	0.000221312	5.64E-05	0.000159981	1.66E-05	1.33E-05	0	0.001048098	0.001918288	0.005013596	0.004366175	0.000640141	0.000705917	3.52E-05	0.00298134	0.001692165	0.001144728	0.000314436	0.000186287	2.98E-05	0	9.44E-05	0.000589488	0.000456882	0.000399877	0.000235512	0.000280801	0.000154424	0.001925282	0.021022247	0.017452575	0.016629652	0.000185189	0.000219941	0.012207891	0.01917626	0.011273405	0.008838999	0.004799798	9.65E-05	0.00622143	0.000763957	0.005348407	0.006117821	0	0.007893092	0.000236755	0.004528932	0.004085962	0.007837392	0.002829174	0	0.002378583	0.000294078	0.005553193	0.004854508	0.000688883	0.001207159	0	0	0.000444828	0.000755975	0.001959303	0.00125822	0.000169093	0.000366671	0.000457091	0.001154483	0.001101158	0.000332089	0.00059323	0.000673509	0.000450463	0.000441794	0.002435868	0.000302605	0.002060732	0.000432808	0.000773648	0.001405549	0.000465499	0.001259483	0.000201198	0.000568282	0.001273124	0.000230271	0.000945516	0.000325812	0.0005706	0.000979977	0.00028903	0.000213521	0.001210632
d__Bacteria;p__Elusimicrobiota;c__Lineage_IIb	0	0	0	0	0	0	1.32E-05	7.18E-05	0	1.42E-05	0	0	0	0	0	0	0	0	0	1.49E-05	0	0.000141587	0	0	2.67E-05	0	1.34E-05	0	0	0	0	0	0	0.000733138	0	0.000173541	0	9.74E-05	0	0	0	0	0.000278827	0	0	0.000416797	0.000683959	0	0	9.16E-05	0.000396084	0	0.000808407	0	0	0	0	0	0	0	0.000470995	0.000309262	0.000396983	0	0.000230581	0.000122224	0.000171409	0.000234243	2.12E-05	0.000318806	0.000254242	0.001347017	0.00044127	0.000721596	0	0.000385134	0.000425771	2.66E-05	3.12E-05	0	0	0.000161097	0.000177054	2.95E-05	2.60E-05	0	6.94E-05	0	0.000353772	0	0.000533594	0.000133451	0
d__Bacteria;p__Spirochaetota;c__Brevinematia	0	0	1.41E-05	2.67E-05	0	0	0	0.000488155	0.000151444	0.001557897	0.000642514	0.000113803	0.001343958	0.000334084	0.00210084	0.001733775	0.000465878	0.004433544	0.000612085	0.000507205	0.000328488	0.002296861	0.003791482	0.00917027	0.004785199	0.003626886	0.001938866	0.001660061	0	0	0.000135501	5.42E-05	0	0	7.14E-05	0	0	0.000998344	0	0	4.38E-05	0	0	0	0	0	0	0.000119182	0	0	0	0	0	0	0	0	0.000559718	0.003122868	0.002704012	0	0	0.000223356	0.001165337	0.000335525	0	0.000139684	0	0	0	0.001779998	0.001932236	0.004276245	0.000110317	0.000191444	0.000171272	0.000440153	0.001754177	0.000419491	0.000332305	0.000775476	0.000261843	0.000937289	0.000965748	0.000420677	0.000558616	0	0.000928167	3.34E-05	0	0	0	0	0
d__Bacteria;p__MBNT15;c__	0.000483012	0.000632321	0.001325774	0.000399952	0.00063012	0.000292029	0.000302679	0	0	0.001586223	0.00045268	7.11E-05	5.43E-05	3.52E-05	0	0	0	0.000455932	0.000585472	0.000656383	0.000383236	0	2.68E-05	0.000489516	0.000119963	0.000251213	0.000574974	0.000514748	0	0	0	0	0	0	0	0	0.000122537	0	0	0	0	0	0	0	0.000131475	0.001015942	0	0	0	0	0	0.000167485	0	0	0	0	0	0	0	0	0	0.000670069	0.001651961	0	0	0	0.000257113	0	0	0.000982984	0	0	0.001581217	0.002842206	0.006565426	0.000550191	0.011393634	0.000199758	0.000129807	0.008045559	0.000305483	0.007849799	0.000128766	0.000103324	0.001208169	6.72E-05	0.002480895	0	0.001734625	0.0026221	0	0.000240211	0.001987605
d__Bacteria;p__Calditrichota;c__Calditrichia	0.005975546	0.007350733	0.011353699	0.005599328	0.006450436	0.001261034	0.002066116	0	1.68E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__SAR324_clade(Marine_group_B);c__	0.001669841	0.001881155	0.002383572	0.000493274	0.000348224	6.64E-05	1.32E-05	0.000531228	0.000235579	0.000991389	0.001343438	0.000113803	5.43E-05	0	0.002409787	0.003633993	0.000252905	0.00026727	0.000159674	8.95E-05	6.84E-05	0.001054039	0.00016077	0.00081586	0.000253256	0.000109906	4.01E-05	2.57E-05	0.001254678	0.001137126	0.000731707	0.001272954	0.001111134	0.0007087	0.000237971	0.000809857	0.000588178	0.000584397	0.000277883	0.000192911	0	0	7.60E-05	0.000342809	0	0.000781494	0	0	0	0.000695843	0.000396084	0.000251227	0.002736148	0.000135728	0	0.000258524	0.004886765	0.000209941	0.001953346	0.003038952	0.003087631	0.003144168	0.000601877	0.001308549	0.003550951	0.00226987	0.002456862	0.000184048	0.00179997	0.008886704	0.00454245	0.000587984	0.003962235	0.002356233	0.000551876	0.004236472	0.000510925	0.00183777	0.000690572	0.001575185	0.003047561	0.000849419	0.002551185	0.003070201	0.001597901	0.003770688	0.000850097	0.000501249	0.002761706	0.002039411	0.003179332	0.000880775	0.002403195
